﻿﻿TradeDate;Last;
2015-03-31 00:00:00;58.5000;
2015-03-31 00:00:00;57.5000;
2015-03-31 00:00:00;90.7500;
2015-03-31 00:00:00;229.0000;
2015-03-31 00:00:00;17.5000;
2015-03-31 00:00:00;160.5000;
2015-03-31 00:00:00;42.3900;
2015-03-31 00:00:00;2.8900;
2015-03-31 00:00:00;4.5700;
2015-03-31 00:00:00;159.5000;
2015-03-31 00:00:00;60.9500;
2015-03-31 00:00:00;41.4700;
2015-03-31 00:00:00;467.2000;
2015-03-31 00:00:00;27.5000;
2015-03-31 00:00:00;21.5000;
2015-03-31 00:00:00;20.2000;
2015-03-31 00:00:00;67.7500;
2015-03-31 00:00:00;29.3400;
2015-03-31 00:00:00;94.5000;
2015-03-31 00:00:00;124.0000;
2015-03-31 00:00:00;158.0000;
2015-03-31 00:00:00;156.5000;
2015-03-31 00:00:00;59.5000;
2015-03-31 00:00:00;40.8000;
2015-03-31 00:00:00;52.0000;
2015-03-31 00:00:00;14.2000;
2015-03-31 00:00:00;4.8800;
2015-03-31 00:00:00;142.8000;
2015-03-31 00:00:00;55.5000;
2015-03-31 00:00:00;98.0000;
2015-03-31 00:00:00;5.0000;
2015-03-31 00:00:00;100.0000;
2015-03-31 00:00:00;88.0000;
2015-03-31 00:00:00;.7500;
2015-03-31 00:00:00;92.5500;
2015-03-31 00:00:00;124.0000;
2015-03-31 00:00:00;51.7500;
2015-03-31 00:00:00;155.0000;
2015-03-31 00:00:00;70.2500;
2015-03-31 00:00:00;25.0000;
2015-03-31 00:00:00;3.4500;
2015-03-31 00:00:00;22.2000;
2015-03-31 00:00:00;6.6000;
2015-03-31 00:00:00;69.3500;
2015-03-31 00:00:00;655.0000;
2015-03-31 00:00:00;67.0000;
2015-03-31 00:00:00;99.0000;
2015-03-31 00:00:00;57.7000;
2015-03-31 00:00:00;48.0000;
2015-03-31 00:00:00;178.8000;
2015-03-31 00:00:00;.9100;
2015-03-31 00:00:00;14.4000;
2015-03-31 00:00:00;2.0000;
2015-03-31 00:00:00;11.7000;
2015-03-31 00:00:00;77.7500;
2015-03-31 00:00:00;18.1000;
2015-03-31 00:00:00;2.3900;
2015-03-31 00:00:00;130.0000;
2015-03-31 00:00:00;14.0000;
2015-03-31 00:00:00;56.5000;
2015-03-31 00:00:00;2.3000;
2015-03-31 00:00:00;30.5000;
2015-03-31 00:00:00;8.3000;
2015-03-31 00:00:00;162.9000;
2015-03-31 00:00:00;8.6000;
2015-03-31 00:00:00;15.1000;
2015-03-31 00:00:00;.9000;
2015-03-31 00:00:00;12.3000;
2015-03-31 00:00:00;1.7900;
2015-03-31 00:00:00;235.0000;
2015-03-31 00:00:00;1.1500;
2015-03-31 00:00:00;240.0000;
2015-03-31 00:00:00;64.7500;
2015-03-31 00:00:00;410.0000;
2015-03-31 00:00:00;16.2100;
2015-03-31 00:00:00;40.0000;
2015-03-31 00:00:00;1.1900;
2015-03-31 00:00:00;176.5000;
2015-03-31 00:00:00;18.6000;
2015-03-31 00:00:00;5.1450;
2015-03-31 00:00:00;.9700;
2015-03-31 00:00:00;54.2000;
2015-03-31 00:00:00;54.2500;
2015-03-31 00:00:00;26.9000;
2015-03-31 00:00:00;10.0000;
2015-03-31 00:00:00;1.9100;
2015-03-31 00:00:00;5.9400;
2015-03-31 00:00:00;16.3000;
2015-03-31 00:00:00;3.3200;
2015-03-31 00:00:00;33.5000;
2015-03-31 00:00:00;1.8700;
2015-03-31 00:00:00;75.7000;
2015-03-31 00:00:00;17.0000;
2015-03-31 00:00:00;1.9000;
2015-03-31 00:00:00;1.4400;
2015-03-31 00:00:00;.1600;
2015-03-31 00:00:00;1.7500;
2015-03-31 00:00:00;9.8000;
2015-03-31 00:00:00;2.3500;
2015-03-31 00:00:00;5.5700;
2015-03-31 00:00:00;.7800;
2015-03-31 00:00:00;42.5000;
2015-03-31 00:00:00;.2900;
2015-03-31 00:00:00;43.1000;
2015-03-31 00:00:00;10.4000;
2015-03-31 00:00:00;25.9000;
2015-03-31 00:00:00;1.5000;
2015-03-31 00:00:00;3.6100;
2015-03-31 00:00:00;3.4000;
2015-03-31 00:00:00;66.7500;
2015-03-31 00:00:00;.1900;
2015-03-31 00:00:00;82.7500;
2015-03-31 00:00:00;116.0000;
2015-03-31 00:00:00;6.0000;
2015-03-31 00:00:00;23.2000;
2015-03-31 00:00:00;1.7000;
2015-03-31 00:00:00;44.4700;
2015-03-31 00:00:00;2.4000;
2015-03-31 00:00:00;.9100;
2015-03-31 00:00:00;1.8500;
2015-03-31 00:00:00;.5400;
2015-03-31 00:00:00;12.4500;
2015-03-31 00:00:00;14.7500;
2015-03-31 00:00:00;5.4400;
2015-03-31 00:00:00;146.0000;
2015-03-31 00:00:00;82.2500;
2015-03-31 00:00:00;110.8500;
2015-03-31 00:00:00;35.2000;
2015-03-31 00:00:00;.3800;
2015-03-31 00:00:00;1.5000;
2015-03-31 00:00:00;6.5400;
2015-03-31 00:00:00;1.1100;
2015-03-31 00:00:00;174.5000;
2015-03-31 00:00:00;4.3800;
2015-03-31 00:00:00;.6000;
2015-03-31 00:00:00;3.4600;
2015-03-31 00:00:00;143.2500;
2015-03-31 00:00:00;47.9000;
2015-03-31 00:00:00;1.8400;
2015-03-31 00:00:00;11.8500;
2015-03-31 00:00:00;2.3900;
2015-03-31 00:00:00;139.2000;
2015-03-31 00:00:00;62.0000;
2015-03-31 00:00:00;.4600;
2015-03-31 00:00:00;2.9500;
2015-03-31 00:00:00;62.0000;
2015-03-31 00:00:00;92.2500;
2015-03-31 00:00:00;6.0000;
2015-03-31 00:00:00;2.0000;
2015-03-31 00:00:00;56.2500;
2015-03-31 00:00:00;27.9000;
2015-03-31 00:00:00;59.5000;
2015-03-31 00:00:00;10.5000;
2015-03-31 00:00:00;42.5000;
2015-03-31 00:00:00;51.7500;
2015-03-31 00:00:00;6.5000;
2015-03-31 00:00:00;101.5000;
2015-03-31 00:00:00;64.9500;
